TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,LOCATION,EVENT
1624199181,2021-06-20 14:26:00,1.0,25.0,84,7.0,2.0,55,-1.0,Location 5,Free Practice 3
1624199246,2021-06-20 14:27:00,1.0,25.0,84,7.0,1.0,55,-1.0,Location 5,Free Practice 3
1624199310,2021-06-20 14:28:00,1.0,25.0,83,7.0,2.0,55,-1.0,Location 5,Free Practice 3
1624199371,2021-06-20 14:29:00,1.0,25.0,82,7.0,2.0,55,-1.0,Location 5,Free Practice 3
1624199436,2021-06-20 14:30:00,1.0,25.0,82,7.0,1.0,55,-1.0,Location 5,Free Practice 3
1624199501,2021-06-20 14:31:00,1.0,26.0,82,7.0,1.0,55,-1.0,Location 5,Free Practice 3
1624199566,2021-06-20 14:32:00,1.0,26.0,82,7.0,1.0,55,-1.0,Location 5,Free Practice 3
1624199631,2021-06-20 14:33:00,1.0,26.0,81,7.0,1.0,55,-1.0,Location 5,Free Practice 3
1624199691,2021-06-20 14:34:00,1.0,26.0,81,7.0,0.0,55,-1.0,Location 5,Free Practice 3
1624199757,2021-06-20 14:35:00,1.0,26.0,81,7.0,2.0,55,-1.0,Location 5,Free Practice 3
1624199822,2021-06-20 14:37:00,1.0,27.0,81,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624199887,2021-06-20 14:38:00,1.0,27.0,81,7.0,1.0,226,-1.0,Location 5,Free Practice 3
1624199951,2021-06-20 14:39:00,1.0,27.0,81,7.0,2.0,351,-1.0,Location 5,Free Practice 3
1624200012,2021-06-20 14:40:00,1.0,27.0,80,7.0,0.0,351,-1.0,Location 5,Free Practice 3
1624200077,2021-06-20 14:41:00,1.0,27.0,81,7.0,0.0,351,-1.0,Location 5,Free Practice 3
1624200142,2021-06-20 14:42:00,1.0,27.0,81,7.0,1.0,355,-1.0,Location 5,Free Practice 3
1624200202,2021-06-20 14:43:00,1.0,28.0,81,7.0,1.0,355,-1.0,Location 5,Free Practice 3
1624200267,2021-06-20 14:44:00,1.0,28.0,81,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200332,2021-06-20 14:45:00,1.0,28.0,80,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200397,2021-06-20 14:46:00,18.0,28.0,80,7.0,1.0,355,-1.0,Location 5,Free Practice 3
1624200457,2021-06-20 14:47:00,1.0,28.0,80,7.0,1.0,355,-1.0,Location 5,Free Practice 3
1624200523,2021-06-20 14:48:00,1.0,28.0,80,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200588,2021-06-20 14:49:00,1.0,28.0,80,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200653,2021-06-20 14:50:00,1.0,28.0,79,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200713,2021-06-20 14:51:00,1.0,29.0,79,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200778,2021-06-20 14:52:00,1.0,29.0,79,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200843,2021-06-20 14:54:00,1.0,29.0,78,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200908,2021-06-20 14:55:00,1.0,29.0,78,7.0,0.0,355,-1.0,Location 5,Free Practice 3
1624200973,2021-06-20 14:56:00,1.0,29.0,79,7.0,1.0,355,-1.0,Location 5,Free Practice 3
1624201033,2021-06-20 14:57:00,1.0,30.0,79,7.0,2.0,355,-1.0,Location 5,Free Practice 3
1624201099,2021-06-20 14:58:00,1.0,30.0,79,7.0,1.0,355,-1.0,Location 5,Free Practice 3
1624201164,2021-06-20 14:59:00,1.0,30.0,79,7.0,1.0,11,-1.0,Location 5,Free Practice 3
1624208926,2021-06-20 17:08:00,2.0,45.0,70,7.0,5.0,241,-1.0,Location 5,Qualifying Group 2
1624208991,2021-06-20 17:09:00,2.0,45.0,70,7.0,5.0,238,-1.0,Location 5,Qualifying Group 2
1624209056,2021-06-20 17:10:00,2.0,45.0,70,7.0,4.0,234,-1.0,Location 5,Qualifying Group 2
1624209887,2021-06-20 17:24:00,2.0,48.0,68,7.0,4.0,215,-1.0,Location 5,Qualifying Group 4
1624209952,2021-06-20 17:25:00,2.0,48.0,68,7.0,5.0,227,-1.0,Location 5,Qualifying Group 4
1624210012,2021-06-20 17:26:00,2.0,47.0,68,7.0,1.0,232,-1.0,Location 5,Qualifying Group 4
1624210077,2021-06-20 17:27:00,2.0,47.0,68,7.0,9.0,230,-1.0,Location 5,Qualifying Group 4
1624209376,2021-06-20 17:16:00,2.0,44.0,70,7.0,9.0,222,-1.0,Location 5,Qualifying Group 3
1624209441,2021-06-20 17:17:00,2.0,45.0,70,7.0,63.0,238,-1.0,Location 5,Qualifying Group 3
1624209501,2021-06-20 17:18:00,2.0,45.0,70,7.0,9.0,236,-1.0,Location 5,Qualifying Group 3
1624209567,2021-06-20 17:19:00,2.0,46.0,69,7.0,8.0,217,-1.0,Location 5,Qualifying Group 3
1626010250,2021-11-07 13:30:00,22.0,25.0,87,1016.0,0.0,269,-1.0,Location 6,Qualifying Group 1
1626010310,2021-11-07 13:31:00,22.0,25.0,87,1016.0,0.0,222,-1.0,Location 6,Qualifying Group 1
1626010370,2021-11-07 13:32:00,22.0,25.0,87,1016.0,0.0,254,-1.0,Location 6,Qualifying Group 1
1626010430,2021-11-07 13:33:00,22.0,25.0,87,1016.0,0.0,210,-1.0,Location 6,Qualifying Group 1
1626010730,2021-11-07 13:38:00,22.0,25.0,87,1016.0,1.0,210,-1.0,Location 6,Qualifying Group 2
1626010790,2021-11-07 13:39:00,22.0,25.0,87,1016.0,2.0,220,-1.0,Location 6,Qualifying Group 2
1626010850,2021-11-07 13:40:00,22.0,25.0,87,1016.0,1.0,224,-1.0,Location 6,Qualifying Group 2
1626010910,2021-11-07 13:41:00,22.0,25.0,87,1016.0,1.0,145,-1.0,Location 6,Qualifying Group 2
1626011650,2021-11-07 13:54:00,2.0,25.0,87,1016.0,31.0,218,-1.0,Location 6,Qualifying Group 4
1626011715,2021-11-07 13:55:00,2.0,25.0,86,1016.0,2.0,202,-1.0,Location 6,Qualifying Group 4
1626011781,2021-11-07 13:56:00,2.0,25.0,86,1016.0,0.0,222,-1.0,Location 6,Qualifying Group 4
1626011845,2021-11-07 13:57:00,23.0,25.0,86,1016.0,1.0,235,-1.0,Location 6,Qualifying Group 4
1626011330,2021-11-07 13:48:00,2.0,25.0,86,1016.0,2.0,211,-1.0,Location 6,Qualifying Group 3
1626011395,2021-11-07 13:49:00,2.0,25.0,87,1016.0,2.0,161,-1.0,Location 6,Qualifying Group 3
1618124458,2021-11-04 07:00:00,12.3889,11.6,77,1012.8,3.1828,157,-1.0,Location 2,Qualifying Group 1
1618124523,2021-11-04 07:02:00,12.3889,11.7,77,1012.87,2.12187,141,-1.0,Location 2,Qualifying Group 1
1618124588,2021-11-04 07:03:00,12.4444,11.7,78,1012.77,4.24374,161,-1.0,Location 2,Qualifying Group 1
1618117217,2021-11-04 05:00:00,12.6667,10.7,71,1012.63,4.24374,160,-1.0,Location 2,Free Practice 3
1618117281,2021-11-04 05:01:00,12.6667,10.7,71,1012.67,2.12187,160,-1.0,Location 2,Free Practice 3
1618117342,2021-11-04 05:02:00,12.6667,10.7,71,1012.67,5.30467,183,-1.0,Location 2,Free Practice 3
1618117407,2021-11-04 05:03:00,12.6667,10.6,71,1012.7,4.24374,165,-1.0,Location 2,Free Practice 3
1618117472,2021-11-04 05:04:00,12.6667,10.6,71,1012.77,4.24374,113,-1.0,Location 2,Free Practice 3
1618117537,2021-11-04 05:05:00,12.7222,10.6,71,1012.73,2.12187,175,-1.0,Location 2,Free Practice 3
1618117597,2021-11-04 05:06:00,12.7222,10.6,70,1012.77,2.12187,168,-1.0,Location 2,Free Practice 3
1618117662,2021-11-04 05:07:00,12.7222,10.6,70,1012.73,2.12187,156,-1.0,Location 2,Free Practice 3
1618117727,2021-11-04 05:08:00,12.7778,10.6,70,1012.73,5.30467,164,-1.0,Location 2,Free Practice 3
1618117793,2021-11-04 05:09:00,12.7778,10.6,70,1012.77,4.24374,69,-1.0,Location 2,Free Practice 3
1618117857,2021-11-04 05:10:00,12.7778,10.6,70,1012.8,5.30467,158,-1.0,Location 2,Free Practice 3
1618117918,2021-11-04 05:11:00,12.7778,10.6,70,1012.8,2.12187,174,-1.0,Location 2,Free Practice 3
1618117983,2021-11-04 05:13:00,12.7778,10.6,70,1012.87,4.24374,170,-1.0,Location 2,Free Practice 3
1618118048,2021-11-04 05:14:00,12.7778,10.6,69,1012.87,6.3656,173,-1.0,Location 2,Free Practice 3
1618118113,2021-11-04 05:15:00,12.8333,10.6,69,1012.84,5.30467,163,-1.0,Location 2,Free Practice 3
1618118178,2021-11-04 05:16:00,12.8333,10.5,69,1012.94,6.3656,151,-1.0,Location 2,Free Practice 3
1618118238,2021-11-04 05:17:00,12.8333,10.5,68,1012.9,4.24374,153,-1.0,Location 2,Free Practice 3
1618118303,2021-11-04 05:18:00,12.8333,10.5,68,1012.87,4.24374,160,-1.0,Location 2,Free Practice 3
1618118368,2021-11-04 05:19:00,12.8889,10.5,68,1012.87,2.12187,152,-1.0,Location 2,Free Practice 3
1618118428,2021-11-04 05:20:00,12.8889,10.5,68,1012.84,2.12187,158,-1.0,Location 2,Free Practice 3
1618118494,2021-11-04 05:21:00,12.8889,10.5,68,1012.8,5.30467,174,-1.0,Location 2,Free Practice 3
1618118559,2021-11-04 05:22:00,12.8889,10.5,68,1012.87,1.06093,174,-1.0,Location 2,Free Practice 3
1618118623,2021-11-04 05:23:00,12.8889,10.5,69,1012.9,3.1828,208,-1.0,Location 2,Free Practice 3
1618118684,2021-11-04 05:24:00,12.9444,10.5,68,1012.8,1.06093,190,-1.0,Location 2,Free Practice 3
1618118749,2021-11-04 05:25:00,12.8889,10.5,68,1012.87,5.30467,158,-1.0,Location 2,Free Practice 3
1618118814,2021-11-04 05:26:00,12.8889,10.5,68,1012.8,4.24374,194,-1.0,Location 2,Free Practice 3
1618118879,2021-11-04 05:27:00,12.8889,10.5,67,1012.84,3.1828,148,-1.0,Location 2,Free Practice 3
1618118939,2021-11-04 05:28:00,12.9444,10.4,67,1012.87,4.24374,178,-1.0,Location 2,Free Practice 3
1618119004,2021-11-04 05:30:00,12.9444,10.4,67,1012.9,4.24374,175,-1.0,Location 2,Free Practice 3
1618119070,2021-11-04 05:31:00,12.9444,10.4,66,1012.87,4.24374,169,-1.0,Location 2,Free Practice 3
1618119135,2021-11-04 05:32:00,12.9444,10.3,66,1012.77,2.12187,130,-1.0,Location 2,Free Practice 3
1618119199,2021-11-04 05:33:00,12.9444,10.3,66,1012.84,2.12187,197,-1.0,Location 2,Free Practice 3
1618119260,2021-11-04 05:34:00,12.9444,10.3,66,1012.8,4.24374,150,-1.0,Location 2,Free Practice 3
1618119330,2021-11-04 05:35:00,12.9444,10.3,66,1012.73,4.24374,167,-1.0,Location 2,Free Practice 3
1618119390,2021-11-04 05:36:00,12.9444,10.3,66,1012.8,4.24374,164,-1.0,Location 2,Free Practice 3
1618119455,2021-11-04 05:37:00,12.9444,10.3,66,1012.7,3.1828,175,-1.0,Location 2,Free Practice 3
1618119515,2021-11-04 05:38:00,12.9444,10.3,66,1012.73,2.12187,130,-1.0,Location 2,Free Practice 3
1618119580,2021-11-04 05:39:00,12.9444,10.3,66,1012.63,5.30467,148,-1.0,Location 2,Free Practice 3
1618119645,2021-11-04 05:40:00,12.9444,10.3,66,1012.63,3.1828,119,-1.0,Location 2,Free Practice 3
1618119710,2021-11-04 05:41:00,12.9444,10.3,66,1012.63,2.12187,195,-1.0,Location 2,Free Practice 3
1618119771,2021-11-04 05:42:00,12.9444,10.2,66,1012.67,8.48747,196,-1.0,Location 2,Free Practice 3
1618119836,2021-11-04 05:43:00,12.9444,10.2,66,1012.67,3.1828,56,-1.0,Location 2,Free Practice 3
1618124908,2021-11-04 07:08:00,12.6667,11.7,76,1013.0,2.12187,163,-1.0,Location 2,Qualifying Group 2
1618124969,2021-11-04 07:09:00,12.7222,11.7,75,1012.94,7.42654,172,-1.0,Location 2,Qualifying Group 2
1618125034,2021-11-04 07:10:00,12.7778,11.7,75,1013.0,3.1828,146,-1.0,Location 2,Qualifying Group 2
1618125099,2021-11-04 07:11:00,12.8333,11.7,75,1012.94,6.3656,173,-1.0,Location 2,Qualifying Group 2
1618125862,2021-11-04 07:24:00,13.2222,12.0,74,1012.97,3.1828,126,-1.0,Location 2,Qualifying Group 4
1618125925,2021-11-04 07:25:00,13.2222,12.0,74,1013.0,6.3656,165,-1.0,Location 2,Qualifying Group 4
1618125990,2021-11-04 07:26:00,13.2778,12.0,74,1012.97,1.06093,93,-1.0,Location 2,Qualifying Group 4
1618126055,2021-11-04 07:27:00,13.2778,12.0,74,1012.87,2.12187,150,-1.0,Location 2,Qualifying Group 4
1618125419,2021-11-04 07:16:00,13.0556,11.7,74,1012.94,3.1828,134,-1.0,Location 2,Qualifying Group 3
1618125484,2021-11-04 07:18:00,13.0556,11.8,75,1012.97,2.12187,173,-1.0,Location 2,Qualifying Group 3
1618125544,2021-11-04 07:19:00,13.1111,11.8,75,1012.9,3.1828,142,-1.0,Location 2,Qualifying Group 3
1627113609,2021-07-24 08:00:00,17.0,17.0,92,1007.0,4.0,22,0.25,Location 7,Free Practice 2
1627113669,2021-07-24 08:01:00,17.0,17.0,91,1007.0,13.0,333,0.01,Location 7,Free Practice 2
1627113729,2021-07-24 08:02:00,17.0,17.0,90,1007.0,3.0,327,0.03,Location 7,Free Practice 2
1627113789,2021-07-24 08:03:00,17.0,17.0,91,1007.0,5.0,13,0.0,Location 7,Free Practice 2
1627113849,2021-07-24 08:04:00,17.0,17.0,92,1007.0,4.0,72,0.0,Location 7,Free Practice 2
1627113909,2021-07-24 08:05:00,17.0,17.0,92,1008.0,4.0,96,0.0,Location 7,Free Practice 2
1627113969,2021-07-24 08:06:00,17.0,17.0,92,1007.0,4.0,343,0.0,Location 7,Free Practice 2
1627114029,2021-07-24 08:07:00,17.0,17.0,91,1007.0,3.0,1,0.0,Location 7,Free Practice 2
1627114089,2021-07-24 08:08:00,17.0,17.0,91,1007.0,3.0,43,0.0,Location 7,Free Practice 2
1627114149,2021-07-24 08:09:00,17.0,17.0,91,1007.0,7.0,90,0.0,Location 7,Free Practice 2
1627114209,2021-07-24 08:10:00,17.0,17.0,91,1007.0,2.0,53,0.0,Location 7,Free Practice 2
1627114269,2021-07-24 08:11:00,17.0,17.0,91,1007.0,5.0,42,0.0,Location 7,Free Practice 2
1627114329,2021-07-24 08:12:00,17.0,17.0,90,1007.0,7.0,303,0.0,Location 7,Free Practice 2
1627114389,2021-07-24 08:13:00,17.0,17.0,89,1007.0,6.0,6,0.0,Location 7,Free Practice 2
1627114449,2021-07-24 08:14:00,17.0,17.0,90,1007.0,8.0,327,0.0,Location 7,Free Practice 2
1627114509,2021-07-24 08:15:00,17.0,17.0,90,1007.0,0.0,344,0.0,Location 7,Free Practice 2
1627114569,2021-07-24 08:16:00,17.0,17.0,91,1008.0,1.0,295,0.0,Location 7,Free Practice 2
1627114629,2021-07-24 08:17:00,17.0,17.0,90,1008.0,10.0,349,0.0,Location 7,Free Practice 2
1627114689,2021-07-24 08:18:00,17.0,17.0,90,1008.0,5.0,10,0.0,Location 7,Free Practice 2
1627114749,2021-07-24 08:19:00,17.0,17.0,90,1008.0,1.0,100,0.0,Location 7,Free Practice 2
1627114809,2021-07-24 08:20:00,17.0,17.0,90,1008.0,22.0,354,0.0,Location 7,Free Practice 2
1627114869,2021-07-24 08:21:00,17.0,17.0,90,1008.0,13.0,311,0.0,Location 7,Free Practice 2
1627114929,2021-07-24 08:22:00,17.0,17.0,90,1008.0,9.0,26,0.0,Location 7,Free Practice 2
1627114989,2021-07-24 08:23:00,17.0,17.0,90,1007.0,2.0,32,0.0,Location 7,Free Practice 2
1627115049,2021-07-24 08:24:00,17.0,17.0,90,1007.0,12.0,330,0.0,Location 7,Free Practice 2
1627115109,2021-07-24 08:25:00,17.0,17.0,90,1007.0,4.0,334,0.0,Location 7,Free Practice 2
1627115169,2021-07-24 08:26:00,17.0,17.0,90,1007.0,16.0,342,0.0,Location 7,Free Practice 2
1627115229,2021-07-24 08:27:00,17.0,17.0,90,1007.0,10.0,36,0.0,Location 7,Free Practice 2
1627115289,2021-07-24 08:28:00,17.0,17.0,90,1007.0,7.0,11,0.0,Location 7,Free Practice 2
1627115349,2021-07-24 08:29:00,17.0,17.0,90,1007.0,3.0,317,0.0,Location 7,Free Practice 2
1627120813,2021-07-24 10:00:00,18.0,17.0,85,1008.0,11.0,73,0.0,Location 7,Qualifying Group 1
1627120873,2021-07-24 10:01:00,18.0,17.0,85,1008.0,6.0,40,0.0,Location 7,Qualifying Group 1
1627120933,2021-07-24 10:02:00,18.0,17.0,84,1008.0,7.0,349,0.0,Location 7,Qualifying Group 1
1627120993,2021-07-24 10:03:00,18.0,17.0,84,1008.0,7.0,35,0.0,Location 7,Qualifying Group 1
1627056042,2021-07-23 16:00:00,20.0,24.0,65,1014.0,0.0,68,0.0,Location 7,Free Practice 1
1627056102,2021-07-23 16:01:00,20.0,24.0,65,1014.0,21.0,50,0.0,Location 7,Free Practice 1
1627056162,2021-07-23 16:02:00,20.0,24.0,65,1014.0,12.0,5,0.0,Location 7,Free Practice 1
1627056222,2021-07-23 16:03:00,20.0,24.0,65,1014.0,21.0,5,0.0,Location 7,Free Practice 1
1627056282,2021-07-23 16:04:00,20.0,23.0,66,1014.0,8.0,33,0.0,Location 7,Free Practice 1
1627056342,2021-07-23 16:05:00,20.0,24.0,65,1014.0,0.0,54,0.0,Location 7,Free Practice 1
1627056402,2021-07-23 16:06:00,20.0,24.0,65,1014.0,21.0,9,0.0,Location 7,Free Practice 1
1627056462,2021-07-23 16:07:00,21.0,24.0,65,1014.0,22.0,37,0.0,Location 7,Free Practice 1
1627056522,2021-07-23 16:08:00,20.0,24.0,65,1014.0,21.0,36,0.0,Location 7,Free Practice 1
1627056583,2021-07-23 16:09:00,20.0,24.0,66,1014.0,9.0,117,0.0,Location 7,Free Practice 1
1627056642,2021-07-23 16:10:00,20.0,24.0,67,1014.0,0.0,61,0.0,Location 7,Free Practice 1
1627056702,2021-07-23 16:11:00,20.0,24.0,67,1014.0,8.0,63,0.0,Location 7,Free Practice 1
1627056763,2021-07-23 16:12:00,20.0,24.0,66,1014.0,13.0,45,0.0,Location 7,Free Practice 1
1627056823,2021-07-23 16:13:00,21.0,24.0,65,1014.0,21.0,49,0.0,Location 7,Free Practice 1
1627056883,2021-07-23 16:14:00,20.0,23.0,65,1014.0,21.0,36,0.0,Location 7,Free Practice 1
1627056943,2021-07-23 16:15:00,20.0,23.0,65,1014.0,10.0,346,0.0,Location 7,Free Practice 1
1627057003,2021-07-23 16:16:00,20.0,23.0,65,1014.0,5.0,349,0.0,Location 7,Free Practice 1
1627057063,2021-07-23 16:17:00,20.0,23.0,65,1014.0,14.0,44,0.0,Location 7,Free Practice 1
1627057123,2021-07-23 16:18:00,20.0,23.0,65,1014.0,14.0,358,0.0,Location 7,Free Practice 1
1627057183,2021-07-23 16:19:00,20.0,23.0,66,1014.0,21.0,358,0.0,Location 7,Free Practice 1
1627057243,2021-07-23 16:20:00,20.0,23.0,66,1014.0,12.0,328,0.0,Location 7,Free Practice 1
1627057303,2021-07-23 16:21:00,20.0,23.0,66,1014.0,8.0,322,0.0,Location 7,Free Practice 1
1627057363,2021-07-23 16:22:00,20.0,23.0,66,1014.0,6.0,44,0.0,Location 7,Free Practice 1
1627057423,2021-07-23 16:23:00,20.0,23.0,65,1014.0,10.0,64,0.0,Location 7,Free Practice 1
1627057483,2021-07-23 16:24:00,20.0,23.0,65,1014.0,14.0,84,0.0,Location 7,Free Practice 1
1627057543,2021-07-23 16:25:00,20.0,23.0,66,1014.0,11.0,96,0.0,Location 7,Free Practice 1
1627057603,2021-07-23 16:26:00,20.0,23.0,69,1014.0,11.0,50,0.0,Location 7,Free Practice 1
1627057663,2021-07-23 16:27:00,20.0,23.0,67,1014.0,6.0,49,0.0,Location 7,Free Practice 1
1627057723,2021-07-23 16:28:00,20.0,23.0,66,1014.0,13.0,60,0.0,Location 7,Free Practice 1
1627057783,2021-07-23 16:29:00,20.0,23.0,67,1014.0,15.0,68,0.0,Location 7,Free Practice 1
1627057843,2021-07-23 16:30:00,20.0,23.0,68,1014.0,8.0,73,0.0,Location 7,Free Practice 1
1627057903,2021-07-23 16:31:00,20.0,23.0,68,1014.0,12.0,44,0.0,Location 7,Free Practice 1
1627057963,2021-07-23 16:32:00,20.0,23.0,66,1014.0,14.0,75,0.0,Location 7,Free Practice 1
1627058023,2021-07-23 16:33:00,20.0,23.0,67,1014.0,13.0,117,0.0,Location 7,Free Practice 1
1627058083,2021-07-23 16:34:00,20.0,23.0,66,1014.0,22.0,353,0.0,Location 7,Free Practice 1
1627058143,2021-07-23 16:35:00,20.0,23.0,67,1014.0,18.0,352,0.0,Location 7,Free Practice 1
1627058203,2021-07-23 16:36:00,20.0,23.0,66,1014.0,21.0,9,0.0,Location 7,Free Practice 1
1627058263,2021-07-23 16:37:00,20.0,23.0,66,1014.0,4.0,17,0.0,Location 7,Free Practice 1
1627058323,2021-07-23 16:38:00,20.0,23.0,66,1014.0,15.0,10,0.0,Location 7,Free Practice 1
1627058383,2021-07-23 16:39:00,20.0,23.0,67,1014.0,27.0,66,0.0,Location 7,Free Practice 1
1627058443,2021-07-23 16:40:00,20.0,23.0,68,1014.0,11.0,81,0.0,Location 7,Free Practice 1
1627058503,2021-07-23 16:41:00,20.0,23.0,69,1014.0,10.0,13,0.0,Location 7,Free Practice 1
1627058563,2021-07-23 16:42:00,20.0,23.0,67,1014.0,15.0,13,0.0,Location 7,Free Practice 1
1627058623,2021-07-23 16:43:00,19.0,23.0,67,1014.0,15.0,22,0.0,Location 7,Free Practice 1
1627058683,2021-07-23 16:44:00,19.0,23.0,67,1014.0,21.0,60,0.0,Location 7,Free Practice 1
1627121293,2021-07-24 10:08:00,18.0,17.0,85,1008.0,9.0,313,0.0,Location 7,Qualifying Group 2
1627121353,2021-07-24 10:09:00,18.0,17.0,85,1008.0,1.0,353,0.0,Location 7,Qualifying Group 2
1627121413,2021-07-24 10:10:00,18.0,17.0,84,1008.0,5.0,47,0.0,Location 7,Qualifying Group 2
1627121473,2021-07-24 10:11:00,19.0,17.0,85,1008.0,2.0,321,0.0,Location 7,Qualifying Group 2
1627122913,2021-07-24 10:35:00,18.0,17.0,85,1007.0,14.0,34,0.0,Location 7,Qualifying Group 4
1627122973,2021-07-24 10:36:00,18.0,17.0,85,1007.0,9.0,337,0.0,Location 7,Qualifying Group 4
1627123033,2021-07-24 10:37:00,18.0,17.0,85,1008.0,0.0,346,0.0,Location 7,Qualifying Group 4
1627123093,2021-07-24 10:38:00,18.0,17.0,85,1007.0,8.0,34,0.0,Location 7,Qualifying Group 4
1627121773,2021-07-24 10:16:00,18.0,17.0,84,1008.0,18.0,335,0.0,Location 7,Qualifying Group 3
1627121833,2021-07-24 10:17:00,18.0,17.0,84,1008.0,2.0,36,0.0,Location 7,Qualifying Group 3
1627121893,2021-07-24 10:18:00,18.0,17.0,84,1008.0,4.0,30,0.0,Location 7,Qualifying Group 3
1627121953,2021-07-24 10:19:00,18.0,17.0,84,1008.0,9.0,77,0.0,Location 7,Qualifying Group 3
1627122013,2021-07-24 10:20:00,18.0,17.0,85,1008.0,9.0,10,0.0,Location 7,Qualifying Group 3
1627122073,2021-07-24 10:21:00,18.0,17.0,84,1008.0,8.0,313,0.0,Location 7,Qualifying Group 3
1627122133,2021-07-24 10:22:00,18.0,17.0,84,1008.0,10.0,355,0.01,Location 7,Qualifying Group 3
1627122193,2021-07-24 10:23:00,18.0,17.0,84,1008.0,5.0,356,0.0,Location 7,Qualifying Group 3
1627122253,2021-07-24 10:24:00,18.0,17.0,85,1008.0,7.0,2,0.02,Location 7,Qualifying Group 3
1627122313,2021-07-24 10:25:00,18.0,17.0,85,1008.0,5.0,357,0.0,Location 7,Qualifying Group 3
1627122373,2021-07-24 10:26:00,18.0,17.0,85,1008.0,10.0,3,0.0,Location 7,Qualifying Group 3
1627122433,2021-07-24 10:27:00,18.0,17.0,85,1008.0,10.0,340,0.0,Location 7,Qualifying Group 3
1627122493,2021-07-24 10:28:00,18.0,17.0,85,1008.0,9.0,333,0.0,Location 7,Qualifying Group 3
1627122553,2021-07-24 10:29:00,18.0,17.0,85,1008.0,8.0,340,0.0,Location 7,Qualifying Group 3
1627122613,2021-07-24 10:30:00,18.0,17.0,85,1007.0,10.0,335,0.0,Location 7,Qualifying Group 3
1627122673,2021-07-24 10:31:00,18.0,17.0,85,1007.0,7.0,26,0.0,Location 7,Qualifying Group 3
1620461765,2021-08-05 08:16:00,18.8889,21.4,72,1015.58,1.06093,159,-1.0,Location 4,Free Practice 2
1620461830,2021-08-05 08:17:00,18.7778,21.3,73,1015.58,3.1828,144,-1.0,Location 4,Free Practice 2
1620461890,2021-08-05 08:18:00,18.6667,21.3,73,1015.58,9.54841,146,-1.0,Location 4,Free Practice 2
1620461955,2021-08-05 08:19:00,18.6667,21.2,73,1015.65,3.1828,154,-1.0,Location 4,Free Practice 2
1620462020,2021-08-05 08:20:00,18.7222,21.1,73,1015.58,5.30467,144,-1.0,Location 4,Free Practice 2
1620462085,2021-08-05 08:21:00,18.7778,21.1,73,1015.58,4.24374,151,-1.0,Location 4,Free Practice 2
1620462145,2021-08-05 08:22:00,18.7778,21.0,73,1015.68,3.1828,144,-1.0,Location 4,Free Practice 2
1620462211,2021-08-05 08:23:00,18.8889,21.0,73,1015.68,4.24374,164,-1.0,Location 4,Free Practice 2
1620462276,2021-08-05 08:24:00,18.9444,21.0,73,1015.65,5.30467,163,-1.0,Location 4,Free Practice 2
1620462340,2021-08-05 08:25:00,19.0,20.9,73,1015.48,6.3656,148,-1.0,Location 4,Free Practice 2
1620462401,2021-08-05 08:26:00,19.0,20.9,73,1015.61,3.1828,152,-1.0,Location 4,Free Practice 2
1620462466,2021-08-05 08:27:00,19.1111,20.9,72,1015.58,3.1828,154,-1.0,Location 4,Free Practice 2
1620462531,2021-08-05 08:28:00,19.2222,20.9,72,1015.71,6.3656,150,-1.0,Location 4,Free Practice 2
1620462596,2021-08-05 08:29:00,19.3333,20.9,72,1015.71,2.12187,149,-1.0,Location 4,Free Practice 2
1620462656,2021-08-05 08:30:00,19.4444,20.9,71,1015.75,4.24374,145,-1.0,Location 4,Free Practice 2
1620462721,2021-08-05 08:32:00,19.5556,20.9,71,1015.71,8.48747,148,-1.0,Location 4,Free Practice 2
1620462786,2021-08-05 08:33:00,19.6667,20.9,71,1015.78,2.12187,144,-1.0,Location 4,Free Practice 2
1620462851,2021-08-05 08:34:00,19.7222,20.9,70,1015.78,5.30467,153,-1.0,Location 4,Free Practice 2
1620462912,2021-08-05 08:35:00,19.7778,21.0,70,1015.85,4.24374,160,-1.0,Location 4,Free Practice 2
1620462977,2021-08-05 08:36:00,19.7778,20.9,70,1015.82,2.12187,159,-1.0,Location 4,Free Practice 2
1620463042,2021-08-05 08:37:00,19.7222,20.9,69,1015.82,5.30467,156,-1.0,Location 4,Free Practice 2
1620463107,2021-08-05 08:38:00,19.7222,20.9,70,1015.68,0.0,156,-1.0,Location 4,Free Practice 2
1620463172,2021-08-05 08:39:00,19.7778,20.9,70,1015.71,2.12187,156,-1.0,Location 4,Free Practice 2
1620463232,2021-08-05 08:40:00,19.7778,20.9,70,1015.71,1.06093,156,-1.0,Location 4,Free Practice 2
1620463297,2021-08-05 08:41:00,19.7778,20.9,69,1015.61,1.06093,155,-1.0,Location 4,Free Practice 2
